Ngày đăng bài,Năm SX,Tên xe,Giá,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
23/10/2025,2019,Xe Toyota Yaris 1.5G 2019,410 Triệu,Nhập khẩu,Hà Nội,Hatchback,60000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mercedes Benz GLC 300 4Matic 2022,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,18000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2018,Xe Kia Sedona 2.2L DATH 2018,645 Triệu,Lắp ráp trong nước,Bình Dương,Van/Minivan,91000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2021,Xe Porsche Macan 2.0 2021,2 Tỷ,Nhập khẩu,TP HCM,SUV,47890 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Land Cruiser 3.5 V6 2025,4 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2022,Xe Toyota Fortuner Legender 2.4L 4x2 AT 2022,1 Tỷ,Lắp ráp trong nước,Bình Dương,SUV,56000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2016,Xe Mercedes Benz E class E200 2016,749 Triệu,Lắp ráp trong nước,TP HCM,Sedan,74000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe MG 5 Standard 1.5 AT 2025,395 Triệu,Nhập khẩu,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Hyundai Stargazer X Cao cấp 1.5 AT 2025,551 Triệu,Nhập khẩu,TP HCM,Van/Minivan,,Số tự động,Xe mới,Xăng
23/10/2025,2015,Xe Mercedes Benz C class C250 AMG 2015,599 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,83000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe Toyota Fortuner 2.7V 4x2 AT 2015,450 Triệu,Lắp ráp trong nước,TP HCM,SUV,100000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Toyota Wigo G 1.2 AT 2024,382 Triệu,Nhập khẩu,TP HCM,Hatchback,17000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2024,1 Tỷ,Nhập khẩu,Hà Nội,SUV,20000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2019,Xe Toyota Yaris 1.5G 2019,475 Triệu,Nhập khẩu,Hà Nội,Hatchback,38000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2011,Xe Kia Rio 1.4 MT 2011,125 Triệu,Nhập khẩu,Hà Giang,Sedan,201000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2025,Xe Honda BR V L 2025,630 Triệu,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2017,Xe Mitsubishi Pajero Sport D 4x2 MT 2017,410 Triệu,Lắp ráp trong nước,Bình Dương,SUV,87000 Km,Số tay,Xe đã dùng,Dầu
23/10/2025,2023,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2023,1 Tỷ,Lắp ráp trong nước,Hải Phòng,SUV,44000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2021,Xe Hyundai Elantra 2.0 AT 2021,475 Triệu,Lắp ráp trong nước,Bình Dương,Sedan,62000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Toyota Fortuner 2.5G 2016,560 Triệu,Lắp ráp trong nước,Đăk Lăk,SUV,96000 Km,Số tay,Xe đã dùng,Dầu
23/10/2025,2015,Xe Cadillac Escalade ESV Premium 2015,2 Tỷ,Nhập khẩu,Hà Nội,SUV,60000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe VinFast VF8 Eco 2025,890 Triệu,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2025,Xe VinFast VF8 Eco 2025,890 Triệu,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2024,Xe MG 5 1.5 MT 2024,305 Triệu,Nhập khẩu,Hà Nội,Sedan,,Số tay,Xe mới,Xăng
23/10/2025,2025,Xe Toyota Camry 2.5 HEV Mid 2025,1 Tỷ,Nhập khẩu,Hà Nội,Sedan,,Số tự động,Xe mới,Hybrid
23/10/2025,2014,Xe Honda City 1.5 AT 2014,298 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,120000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2014,Xe Audi A6 2.0 TFSI 2014,580 Triệu,Nhập khẩu,Hà Nội,Sedan,207668 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Audi Q5 2.0 AT 2016,769 Triệu,Nhập khẩu,Hà Nội,SUV,100000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Mercedes Benz E class E200 Exclusive 2025,2 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,,Số tự động,Xe mới,Hybrid
23/10/2025,2025,Xe Hyundai Creta N Line 1.5 AT 2025,678 Triệu,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Honda CRV L 2025,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2017,Xe Honda City 1.5 2017,375 Triệu,Lắp ráp trong nước,Bình Dương,Sedan,90000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Mercedes Benz S class S450 2021,3 Tỷ,Nhập khẩu,Hà Nội,Sedan,40000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe VinFast VF5 Plus 2025,459 Triệu,Lắp ráp trong nước,Hà Nội,SUV,22000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2017,Xe Mercedes Benz E class E250 2017,870 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Hyundai i10 Grand 1.2 AT 2019,289 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,87000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Toyota Corolla altis 1.8G AT 2017,460 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,120000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Toyota Vios 1.5G 2016,325 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,50000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Toyota Yaris 1.5G 2019,430 Triệu,Nhập khẩu,Hà Nội,Hatchback,60000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2014,Xe BMW 3 Series 320i 2014,415 Triệu,Nhập khẩu,TP HCM,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Hyundai i10 1.2 MT 2021,249 Triệu,Lắp ráp trong nước,TP HCM,Sedan,113000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2022,Xe Honda City RS 1.5 AT 2022,455 Triệu,Lắp ráp trong nước,Bình Dương,Sedan,40000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mercedes Benz S class S450 4Matic Luxury 2022,3 Tỷ,Nhập khẩu,TP HCM,Sedan,36000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Hyundai Tucson 2.0 AT Đặc biệt 2022,795 Triệu,Lắp ráp trong nước,Hà Nội,Crossover,36000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Toyota Fortuner 2.8V 4x4 AT 2021,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,55000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2019,Xe VinFast Fadil 1.4 AT 2019,245 Triệu,Lắp ráp trong nước,Vĩnh Phúc,Hatchback,65000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe VinFast Lux A 2.0 Nâng cao 2022,575 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,50000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Everest Titanium 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Dầu
23/10/2025,2025,Xe Toyota Avanza Premio 1.5 AT 2025,556 Triệu,Lắp ráp trong nước,TP HCM,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe MG 5 1.5 MT 2025,315 Triệu,Nhập khẩu,Bắc Ninh,Sedan,,Số tay,Xe mới,Xăng
23/10/2025,2025,Xe Mercedes Benz G class G580 EQ 2025,7 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2023,Xe Mercedes Benz C class C200 Avantgarde Plus 2023,1 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Mercedes Benz E class E200 Avantgarde 2025,2 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,,Số tự động,Xe mới,Hybrid
23/10/2025,2018,Xe Mazda 3 1.5 AT 2018,455 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,50000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2014,Xe Toyota Highlander LE 2.7 2014,815 Triệu,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Toyota Land Cruiser 3.5 V6 2024,5 Tỷ,Nhập khẩu,Hà Nội,SUV,15000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2018,Xe Hyundai Elantra Sport 1.6 AT 2018,435 Triệu,Lắp ráp trong nước,Bình Dương,Sedan,88000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Mazda CX5 Deluxe 2.0 AT 2024,740 Triệu,Lắp ráp trong nước,Hà Nội,SUV,9000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Everest Titanium 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,4000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2018,Xe Mini Cooper S Convertible 2018,1 Tỷ,Nhập khẩu,Hà Nội,Convertible/Cabriolet,60000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Toyota Yaris 1.5G 2019,455 Triệu,Nhập khẩu,Hà Nội,Hatchback,66000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mazda CX8 Premium AWD 2022,880 Triệu,Lắp ráp trong nước,Hà Nội,SUV,70000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mazda CX8 Premium AWD 2022,880 Triệu,Lắp ráp trong nước,Hà Nội,SUV,70000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe VinFast VF8 Plus AWD 2023,800 Triệu,Lắp ráp trong nước,Hà Nội,SUV,30000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2025,Xe Toyota Camry 2.0Q 2025,1 Tỷ,Nhập khẩu,TP HCM,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2020,Xe Toyota Land Cruiser 4.6 V8 2020,4 Tỷ,Nhập khẩu,Hà Nội,SUV,102000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mitsubishi Outlander 2.0 CVT 2022,690 Triệu,Lắp ráp trong nước,Hà Nội,SUV,65000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe BMW 5 Series 528i GT 2015,1 Tỷ,Nhập khẩu,Hà Nội,Sedan,15000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Mitsubishi Xforce Ultimate 2025,621 Triệu,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe MG HS 1.5T DEL 2025,558 Triệu,Nhập khẩu,Hà Nội,Crossover,,Số tự động,Xe mới,Xăng
23/10/2025,2021,Xe Mercedes Benz S class S450L Limited Edition 2021,2 Tỷ,Lắp ráp trong nước,TP HCM,Sedan,39000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2009,Xe Hyundai Sonata 2.0 AT 2009,210 Triệu,Nhập khẩu,Hải Phòng,Sedan,168000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mercedes Benz Maybach S450 4Matic 2022,6 Tỷ,Nhập khẩu,Hà Nội,Sedan,19000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Lexus ES 250 F Sport 2021,2 Tỷ,Nhập khẩu,Hà Nội,Sedan,28000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe VinFast Lux SA 2.0 Premium 2.0 AT 2021,650 Triệu,Lắp ráp trong nước,Hà Nội,SUV,148000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2013,Xe Chevrolet Spark LT 1.0 MT 2013,165 Triệu,Lắp ráp trong nước,Đăk Lăk,Hatchback,14000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2019,Xe LandRover Range Rover Autobiography LWB 3.0 V6 2019,5 Tỷ,Nhập khẩu,Hà Nội,SUV,50000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2018,Xe Mercedes Benz GLC 300 4Matic 2018,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,50000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Volvo XC40 Ultimate B5 AWD 2024,1 Tỷ,Nhập khẩu,TP HCM,SUV,1400 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Peugeot 3008 GT 2022,830 Triệu,Lắp ráp trong nước,Long An,Crossover,30000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2018,Xe Mercedes Benz GLC 250 4Matic 2018,1 Tỷ,Lắp ráp trong nước,TP HCM,SUV,32000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Mercedes Benz C class C250 Exclusive 2016,639 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,90000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Mercedes Benz C class C250 Exclusive 2016,639 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,90000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe Rolls Royce Phantom 6.7 V12 2015,22 Tỷ,Nhập khẩu,Hà Nội,Sedan,87000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Everest Sport 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,TP HCM,SUV,,Số tự động,Xe mới,Dầu
23/10/2025,2025,Xe Ford Ranger Raptor 2.0L 4x4 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,Bán tải / Pickup,,Số tự động,Xe mới,Dầu
23/10/2025,2022,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2022,800 Triệu,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,46000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2020,Xe Mazda CX8 Premium 2020,765 Triệu,Lắp ráp trong nước,Hà Nội,SUV,53000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Everest Ambiente 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,1 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2021,Xe Lexus RX 300 2021,2 Tỷ,Nhập khẩu,Hà Nội,SUV,92000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Toyota Fortuner 2.7V 4x2 AT TRD 2019,770 Triệu,Lắp ráp trong nước,Hà Nội,SUV,80000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Land Cruiser 3.5 V6 2025,4 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2021,Xe Audi Q5 45 TFSI Quattro 2021,1 Tỷ,Nhập khẩu,Hà Nội,SUV,38000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Mercedes Benz GLC 300 4Matic 2024,2 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,1799 Km,Số tự động,Xe đã dùng,Hybrid
23/10/2025,2025,Xe Toyota Innova Cross HEV 2.0 CVT 2025,993 Triệu,Nhập khẩu,Hà Nội,Crossover,,Số tự động,Xe mới,Hybrid
23/10/2025,2023,Xe Honda HRV G 2023,625 Triệu,Nhập khẩu,Hà Nội,Crossover,20000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Hyundai SantaFe Prestige 2.5L HTRAC 2025,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Dầu
23/10/2025,2023,Xe Ford Transit Tiêu chuẩn 2023,575 Triệu,Lắp ráp trong nước,Hà Nội,Van/Minivan,80000 Km,Số tay,Xe đã dùng,Dầu
23/10/2025,2025,Xe VinFast VF6 Eco 2025,642 Triệu,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2025,Xe Hyundai Stargazer X 1.5 AT 2025,505 Triệu,Nhập khẩu,Hà Nội,Van/Minivan,,Số tự động,Xe mới,Xăng
23/10/2025,2021,Xe Mercedes Benz GLC 300 4Matic 2021,1 Tỷ,Lắp ráp trong nước,TP HCM,SUV,49212 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Mazda CX5 2.0 AT 2016,450 Triệu,Lắp ráp trong nước,Hà Nội,SUV,110000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Hyundai Elantra 1.6 AT Tiêu chuẩn 2022,525 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,30000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe VinFast VF5 Plus 2024,445 Triệu,Lắp ráp trong nước,Hà Nội,SUV,19000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2018,Xe Toyota Fortuner 2.7V 4x2 AT 2018,689 Triệu,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mercedes Benz S class S450 4Matic Luxury 2022,3 Tỷ,Nhập khẩu,TP HCM,Sedan,35000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2014,Xe Mercedes Benz E class E250 2014,535 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,79000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2010,Xe BMW 3 Series 325i 2010,262 Triệu,Nhập khẩu,Hà Nội,Sedan,65989 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2009,Xe Porsche Cayenne 3.6 V6 2009,385 Triệu,Nhập khẩu,TP HCM,SUV,89800 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Toyota Corolla altis 1.8V 2023,660 Triệu,Nhập khẩu,Hà Nội,Sedan,33000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Hyundai Accent 1.4 AT 2021,428 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,51000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Everest Ambiente 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2019,Xe Mercedes Benz E class E300 AMG 2019,1 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,42000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe Lexus LX 570 2015,3 Tỷ,Nhập khẩu,Hà Nội,SUV,11500 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe VinFast VF7 Plus 2025,949 Triệu,Lắp ráp trong nước,TP HCM,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2013,Xe LandRover Range Rover Sport Autobiography 5.0 V8 2013,1 Tỷ,Nhập khẩu,Hà Nội,SUV,99000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Lexus ES 250 2022,2 Tỷ,Nhập khẩu,Hà Nội,Sedan,50000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Mercedes Benz GLC 300 4Matic 2023,2 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,15000 Km,Số tự động,Xe đã dùng,Hybrid
23/10/2025,2024,Xe Mitsubishi Attrage 1.2 MT 2024,320 Triệu,Nhập khẩu,Hà Nội,Sedan,,Số tay,Xe mới,Xăng
23/10/2025,2025,Xe Isuzu MU,1 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Dầu
23/10/2025,2025,Xe Toyota Veloz Cross 1.5 CVT 2025,543 Triệu,Lắp ráp trong nước,Hải Phòng,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2023,Xe VinFast VF8 Eco AWD 2023,720 Triệu,Lắp ráp trong nước,Hà Nội,SUV,45321 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2023,Xe VinFast VF8 Plus AWD 2023,825 Triệu,Lắp ráp trong nước,Hà Nội,SUV,41000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2025,Xe VinFast Herio Green AT 2025,479 Triệu,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2022,Xe Mazda 3 1.5L Luxury 2022,540 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,78000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Mercedes Benz GLC 200 4Matic 2023,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,16000 Km,Số tự động,Xe đã dùng,Hybrid
23/10/2025,2007,Xe Toyota Prado GX 2.7 AT 2007,500 Triệu,Nhập khẩu,Hà Nội,SUV,350000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe BMW X5 xDrive40i M Sport 2024,3 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,1500 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Hyundai Stargazer X 1.5 AT 2024,519 Triệu,Nhập khẩu,Hải Phòng,Van/Minivan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Ford Everest Trend 2.0L 4x2 AT 2019,750 Triệu,Nhập khẩu,Bình Dương,SUV,79000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2020,Xe Mercedes Benz S class S450L Luxury 2020,2 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,40000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Porsche Panamera 4 Executive 2023,6 Tỷ,Nhập khẩu,TP HCM,Sedan,13333 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe MG G50 1.5 MT Com 2025,520 Triệu,Nhập khẩu,Hà Nội,Van/Minivan,600 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2011,Xe Lexus CT 200h 2011,588 Triệu,Nhập khẩu,Hà Nội,Hatchback,68000 Km,Số tự động,Xe đã dùng,Hybrid
23/10/2025,2023,Xe Kia Sportage Signature 1.6T AWD 2023,923 Triệu,Lắp ráp trong nước,Hà Nội,Crossover,17000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Mini Cooper S 5 Door 2024,1 Tỷ,Nhập khẩu,Hà Nội,Hatchback,143 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Mercedes Benz GLC 300 4Matic 2021,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,80000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Lexus ES 250 2022,2 Tỷ,Nhập khẩu,Hà Nội,Sedan,29000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Mercedes Benz CLA class CLA 200 2016,590 Triệu,Nhập khẩu,TP HCM,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe VinFast Limo Green AT 2025,749 Triệu,Lắp ráp trong nước,Bắc Ninh,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2009,Xe Honda Civic 1.8 AT 2009,230 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,88000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2009,Xe Honda Civic 1.8 AT 2009,230 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,88000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe Mercedes Benz E class E250 AMG 2015,565 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,130000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Honda CRV L 2020,815 Triệu,Lắp ráp trong nước,Hà Nội,SUV,43000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Lexus ES 250 F Sport 2021,2 Tỷ,Nhập khẩu,Hà Nội,Sedan,26789 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2011,Xe Audi Q5 2.0 AT 2011,370 Triệu,Nhập khẩu,Hà Nội,SUV,110000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Avanza Premio 1.5 AT 2025,553 Triệu,Lắp ráp trong nước,Khánh Hòa,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt 2025,955 Triệu,Lắp ráp trong nước,Thái Bình,Crossover,2000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Vios G 1.5 CVT 2025,473 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Ford Everest Titanium 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,3900 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2025,Xe VinFast VF5 Plus 2025,506 Triệu,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2024,Xe Honda BR V L 2024,679 Triệu,Nhập khẩu,Hải Phòng,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe VinFast VF7 Eco 2025,767 Triệu,Lắp ráp trong nước,TP HCM,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2020,Xe Toyota Corolla Cross 1.8HV 2020,695 Triệu,Nhập khẩu,Hà Nội,SUV,38000 Km,Số tự động,Xe đã dùng,Hybrid
23/10/2025,2020,Xe Mercedes Benz S class S450L 2020,2 Tỷ,Lắp ráp trong nước,TP HCM,Sedan,67000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Suzuki Swift GLX 1.2 AT 2019,415 Triệu,Nhập khẩu,Hà Nội,Hatchback,16000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Mitsubishi Xpander Premium 1.5 AT 2023,535 Triệu,Nhập khẩu,TP HCM,SUV,63000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Kia Morning Si AT 2017,265 Triệu,Lắp ráp trong nước,Hà Nội,Hatchback,82016 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2014,Xe Toyota Innova 2.0E 2014,288 Triệu,Lắp ráp trong nước,Hà Nội,Crossover,130000 Km,Số tay,Xe đã dùng,Xăng
