Ngày đăng bài,Năm SX,Tên xe,Giá,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
2025-10-23,2025,Hyundai Stargazer X 1.5 AT,509000000.0,Nhập khẩu,Hà Nội,Van/Minivan,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,Toyota Innova Cross HEV 2.0 CVT,975000000.0,Nhập khẩu,TP HCM,Crossover,0.0,Tự động,Xe mới,Hybrid
2025-10-23,2021,Mitsubishi Triton 4x4 AT Mivec Premium,585000000.0,Nhập khẩu,Hà Nội,Bán tải / Pickup,80000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2019,Toyota Land Cruiser VX 4.6 V8,3000000000.0,Nhập khẩu,Hà Nội,SUV,110555.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,VinFast VF6 Plus,699000000.0,Nội địa,Hà Nội,SUV,0.0,Tự động,Xe mới,Điện
2025-10-23,2021,Honda HRV G,575000000.0,Nhập khẩu,Hà Nội,Crossover,26000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Ford Everest Platinum 2.0L 4x4 AT,1000000000.0,Nhập khẩu,Hà Nội,SUV,5000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2021,Mercedes Benz GLC 200 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,70000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Kia Carnival Signature 3.5G,1000000000.0,Nội địa,Hà Nội,Van/Minivan,55000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2014,Toyota Camry 2.5Q,490000000.0,Nội địa,Hà Nội,Sedan,140000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,MG 5 Luxury 1.5 AT,440000000.0,Nhập khẩu,Hà Nội,Sedan,18000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mercedes Benz GLE Class GLE 450 4Matic,2000000000.0,Nhập khẩu,Hà Nội,SUV,60000.0,Tự động,Đã sử dụng,Hybrid
2025-10-23,2016,Kia Morning Si AT,258000000.0,Nội địa,Hà Nội,Hatchback,100000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Toyota Land Cruiser 4.6 V8,4000000000.0,Nhập khẩu,Hà Nội,SUV,64000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,VinFast Lux A 2.0 Base 2.0 AT,515000000.0,Nội địa,Hà Nội,Sedan,61000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Hyundai Tucson 2.0 ATH,575000000.0,Nội địa,TP HCM,Crossover,86000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mitsubishi Triton GLX 2WD AT,595000000.0,Nhập khẩu,Hà Nội,Bán tải / Pickup,0.0,Tự động,Xe mới,Dầu diesel
2025-10-23,2018,Mercedes Benz GLS 400 4Matic,1000000000.0,Nhập khẩu,Hà Nội,SUV,90000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Kia Carnival Signature 3.5G,1000000000.0,Nội địa,TP HCM,Van/Minivan,69000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Ford Explorer Limited 2.3L EcoBoost,1000000000.0,Nhập khẩu,TP HCM,SUV,5900.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,VinFast Lux A 2.0 2.0 AT,568000000.0,Nội địa,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Volvo S90 Ultra B6 AWD,2000000000.0,Nhập khẩu,Hà Nội,Sedan,1000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2014,LandRover Range Rover HSE 3.0,1000000000.0,Nhập khẩu,Hà Nội,SUV,150000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Volkswagen T,760000000.0,Nhập khẩu,Bình Dương,Crossover,21000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Kia Soluto 1.4 AT Luxury,405000000.0,Nội địa,Bình Dương,Sedan,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Hyundai SantaFe Cao cấp 2.5L HTRAC,1000000000.0,Nội địa,Hà Nội,SUV,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Ford Ranger Raptor 2.0L 4x4 AT,865000000.0,Nhập khẩu,Quảng Ninh,Bán tải / Pickup,90000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2021,Toyota Corolla Cross 1.8V,670000000.0,Nhập khẩu,Hà Nội,SUV,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Ford Ranger XLS 2.2L 4x2 AT,556000000.0,Nội địa,Hà Nội,Bán tải / Pickup,55000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2024,Toyota Yaris Cross 1.5 D,635000000.0,Nhập khẩu,Hà Nội,SUV,20000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2017,Ford Ranger Wildtrak 3.2L 4x4 AT,500000000.0,Nhập khẩu,Hà Nội,Bán tải / Pickup,120000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2022,Toyota Corolla Cross 1.8V,730000000.0,Nhập khẩu,Hà Nội,SUV,27000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mitsubishi Xpander Cross 1.5 AT,600000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,Mazda CX5 Deluxe 2.0 AT,702000000.0,Nội địa,TP HCM,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2023,VinFast VF8 Eco AWD,695000000.0,Nội địa,Vĩnh Phúc,SUV,55000.0,Tự động,Đã sử dụng,Điện
2025-10-23,2017,Audi A6 1.8 TFSI,780000000.0,Nhập khẩu,Hà Nội,Sedan,110000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,BMW 3 Series 330i M Sport,1000000000.0,Nhập khẩu,TP HCM,Sedan,43000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Kia Sorento Signature 2.2 AT AWD,935000000.0,Nội địa,Hà Nội,SUV,69000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2022,VinFast Lux A 2.0 Tiêu chuẩn,560000000.0,Nội địa,Hà Nội,Sedan,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mazda CX5 Premium 2.0 AT,783000000.0,Nội địa,TP HCM,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,Mazda CX8 Luxury 2.5 AT,939000000.0,Nội địa,TP HCM,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,Mazda 2 1.5 AT,399000000.0,Nhập khẩu,TP HCM,Sedan,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,MG 5 1.5 MT,315000000.0,Nhập khẩu,Bắc Ninh,Sedan,0.0,Số Tay,Xe mới,Xăng
2025-10-23,2018,Toyota Camry 2.5Q,755000000.0,Nội địa,Bình Dương,Sedan,98000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Hyundai SantaFe Cao cấp 2.2L HTRAC,1000000000.0,Nội địa,Hà Nội,SUV,20000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2023,Hyundai Elantra N,685000000.0,Nội địa,Hà Nội,Sedan,10000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2017,Honda CRV 2.0 AT,560000000.0,Nội địa,Hải Phòng,SUV,74000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mazda 3 1.5L Luxury,545000000.0,Nội địa,Đăk Lăk,Sedan,23000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Mercedes Benz GLA class GLA 45 AMG 4Matic,690000000.0,Nhập khẩu,Hà Nội,SUV,96000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,Toyota Fortuner 2.7V 4x4 AT,479000000.0,Nội địa,Hà Nội,SUV,90000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Ford Ranger Wildtrak 2.0L 4x4 AT,986000000.0,Nội địa,TP HCM,Bán tải / Pickup,0.0,Tự động,Xe mới,Dầu diesel
2025-10-23,2022,VinFast Lux A 2.0 Tiêu chuẩn,539000000.0,Nội địa,Long An,Sedan,75000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,VinFast Lux SA 2.0 Premium 2.0 AT,700000000.0,Nội địa,Hà Nội,SUV,66000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Toyota Alphard 2.4 AT,4000000000.0,Nhập khẩu,Hà Nội,Van/Minivan,0.0,Tự động,Xe mới,Xăng
2025-10-23,2016,LandRover Range Rover Evoque Autobiography,1000000000.0,Nhập khẩu,TP HCM,SUV,59000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2009,Mercedes Benz GLK Class GLK300 4Matic,345000000.0,Nội địa,Hà Nội,SUV,113268.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,BMW X3 xDrive30i M Sport,2000000000.0,Nội địa,TP HCM,SUV,8500.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mazda 3 1.5L Sport Luxury,525000000.0,Nội địa,Hà Nội,Hatchback,37000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2009,BMW X6 xDrive35i,335000000.0,Nhập khẩu,TP HCM,SUV,88500.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Honda CRV L,755000000.0,Nhập khẩu,Hà Nội,SUV,71898.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,VinFast Fadil 1.4 AT Premium,295000000.0,Nội địa,Hà Nội,Hatchback,90000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Kia Soluto 1.4 MT Deluxe,309000000.0,Nội địa,Hà Nội,Sedan,35000.0,Số Tay,Đã sử dụng,Xăng
2025-10-23,2015,LandRover Range Rover Evoque HSE Dynamic,799000000.0,Nhập khẩu,Hà Nội,SUV,57000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Toyota Innova Cross HEV 2.0 CVT,983000000.0,Nhập khẩu,TP HCM,Crossover,0.0,Tự động,Xe mới,Hybrid
2025-10-23,2022,Mercedes Benz GLC 300 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,26000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mazda CX5 Premium Exclusive 2.0 AT,868000000.0,Nội địa,Hà Nội,SUV,10000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mitsubishi Xforce GLX,525000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2021,Mercedes Benz G class G63 AMG,8000000000.0,Nhập khẩu,Hà Nội,SUV,32000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Isuzu MU,845000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Số Tay,Xe mới,Dầu diesel
2025-10-23,2025,Toyota Vios G 1.5 CVT,483000000.0,Nội địa,Hải Phòng,Sedan,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,VinFast VF7 Plus,949000000.0,Nội địa,TP HCM,SUV,0.0,Tự động,Xe mới,Điện
2025-10-23,2023,Porsche Macan 2.0,3000000000.0,Nhập khẩu,Hà Nội,SUV,13990.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,VinFast Herio Green AT,479000000.0,Nội địa,Hà Nội,SUV,0.0,Tự động,Xe mới,Điện
2025-10-23,2019,Toyota Prado VX 2.7L,1000000000.0,Nhập khẩu,Hà Nội,SUV,110000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Porsche Macan 2.0,3000000000.0,Nhập khẩu,Hà Nội,SUV,14000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2013,LandRover Range Rover Supercharged 5.0,1000000000.0,Nhập khẩu,Hà Nội,SUV,80000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Toyota Corolla altis 1.8V,655000000.0,Nhập khẩu,Hà Nội,Sedan,41000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Mercedes Benz C class C300 AMG,680000000.0,Nội địa,Hà Nội,Sedan,113000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Volvo XC90 Recharge T8 AWD,3000000000.0,Nhập khẩu,TP HCM,SUV,19000.0,Tự động,Đã sử dụng,Hybrid
2025-10-23,2021,Mercedes Benz G class G63 AMG,8000000000.0,Nhập khẩu,Hà Nội,SUV,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Toyota Alphard Executive Lounge,2000000000.0,Nhập khẩu,Hà Nội,Van/Minivan,84000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,Mercedes Benz S class S400L,1000000000.0,Nội địa,Hà Nội,Sedan,96560.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW 4 Series 430i Convertible M Sport,2000000000.0,Nhập khẩu,Hà Nội,Convertible/Cabriolet,3250.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,MG HS 1.5T DEL,558000000.0,Nhập khẩu,Hà Nội,Crossover,0.0,Tự động,Xe mới,Xăng
2025-10-23,2024,Toyota Innova Cross 2.0 CVT,780000000.0,Nhập khẩu,Hà Nội,Crossover,50000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Volvo XC90 Plug,3000000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Hybrid
2025-10-23,2017,Mercedes Benz C class C200,668000000.0,Nội địa,Hà Nội,Sedan,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2014,Volvo XC60 T5,580000000.0,Nhập khẩu,Hà Nội,SUV,68000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Toyota Prado VX 2.7L,1000000000.0,Nhập khẩu,Hà Nội,SUV,140000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2014,Chevrolet Corvette Stingray Convertible,3000000000.0,Nhập khẩu,Bình Dương,Convertible/Cabriolet,36000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2017,Jaguar F,1000000000.0,Nhập khẩu,TP HCM,SUV,57000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Toyota Innova 2.0E,299000000.0,Nội địa,Hà Nội,Crossover,120000.0,Số Tay,Đã sử dụng,Xăng
2025-10-23,2019,Hyundai Accent 1.4 ATH,360000000.0,Nội địa,Hà Nội,Sedan,62000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,VinFast Lux A 2.0 Base 2.0 AT,480000000.0,Nội địa,Hà Nội,Sedan,50000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Mercedes Benz E class E200,1000000000.0,Nội địa,Hà Nội,Sedan,96000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Mercedes Benz C class C250 Exclusive,645000000.0,Nội địa,Hà Nội,Sedan,90000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Hyundai SantaFe Cao cấp 2.4L HTRAC,889000000.0,Nội địa,Hà Nội,SUV,47000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Toyota Corolla Cross 1.8G,685000000.0,Nhập khẩu,Gia Lai,SUV,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2017,Audi A4 2.0 TFSI,750000000.0,Nhập khẩu,TP HCM,Sedan,132477.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Toyota Prado VX 2.7L,1000000000.0,Nhập khẩu,Hà Nội,SUV,64000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Toyota Veloz Cross Top 1.5 CVT,570000000.0,Nội địa,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,Toyota Hilux 2.4L 4x2 AT,660000000.0,Nhập khẩu,Hà Nội,Bán tải / Pickup,0.0,Tự động,Xe mới,Dầu diesel
2025-10-23,2021,Mercedes Benz GLE Class GLE 450 4Matic,2000000000.0,Nhập khẩu,Hà Nội,SUV,60000.0,Tự động,Đã sử dụng,Hybrid
2025-10-23,2025,Ford Everest Titanium 2.0L 4x2 AT,1000000000.0,Nhập khẩu,Hà Nội,SUV,6000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2015,Toyota Innova 2.0G,398000000.0,Nội địa,Bình Dương,Crossover,80000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2014,Nissan Juke 1.6 AT,410000000.0,Nhập khẩu,Đà Nẵng,SUV,147000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mazda CX5 2.0 Premium,660000000.0,Nội địa,Hà Nội,SUV,39000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,MG ZS Standard 1.5 AT 2WD,458000000.0,Nhập khẩu,Hà Nội,Crossover,17000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Kia Seltos Premium 1.4 AT,530000000.0,Nội địa,Hà Nội,Crossover,75000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Kia Carnival Royal 2.2D,1000000000.0,Nội địa,Hà Nội,Van/Minivan,20000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2016,Mercedes Benz E class E200,719000000.0,Nội địa,TP HCM,Sedan,62000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz S class S450 4Matic Luxury,3000000000.0,Nhập khẩu,TP HCM,Sedan,23456.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,VinFast Lux A 2.0 2.0 AT,465000000.0,Nội địa,Hà Nội,Sedan,47000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,Honda CRV 2.4 AT,475000000.0,Nội địa,Hà Nội,SUV,100000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Toyota Yaris 1.3G,385000000.0,Nhập khẩu,Hà Nội,Hatchback,82000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Ford Everest Titanium 2.0L 4x4 AT,825000000.0,Nhập khẩu,Hà Nội,SUV,68000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2021,Hyundai Tucson 2.0 AT Đặc biệt,695000000.0,Nội địa,Hà Nội,Crossover,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Subaru Forester 2.0i,919000000.0,Nhập khẩu,TP HCM,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2024,Toyota Land Cruiser VXR 3.5 V6,5000000000.0,Nhập khẩu,Hà Nội,SUV,20000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Mercedes Benz GLS 400 4Matic,1000000000.0,Nhập khẩu,Hà Nội,SUV,85000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Hyundai Creta Đặc biệt 1.5 AT,625000000.0,Nội địa,TP HCM,SUV,2800.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2009,Volkswagen New Beetle 1.6 AT,479000000.0,Nhập khẩu,TP HCM,Coupe,96000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Lexus RX 350,3000000000.0,Nhập khẩu,Hà Nội,SUV,50000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Toyota Yaris Cross 1.5 D,600000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2024,Mitsubishi Pajero Sport 3.0G 4x4 AT Premium,1000000000.0,Nhập khẩu,Hà Nội,SUV,3000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz E class E200 Exclusive,1000000000.0,Nội địa,Hà Nội,Sedan,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Hyundai SantaFe Cao cấp 2.5L HTRAC,1000000000.0,Nội địa,Hà Nội,SUV,63000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Mercedes Benz S class S450L Luxury,1000000000.0,Nội địa,Hà Nội,Sedan,108800.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2017,LandRover Range Rover Evoque HSE,1000000000.0,Nhập khẩu,Hà Nội,SUV,63000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Ford Transit Limousine,415000000.0,Nội địa,Hà Nội,Van/Minivan,110000.0,Số Tay,Đã sử dụng,Dầu diesel
2025-10-23,2020,Mitsubishi Attrage 1.2 CVT,330000000.0,Nhập khẩu,Hà Nội,Sedan,70000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,VinFast Lux A 2.0 Tiêu chuẩn,579000000.0,Nội địa,Hà Nội,Sedan,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Peugeot 408 GT 1.6 AT,1000000000.0,Nội địa,Đăk Lăk,Crossover,5000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2017,Mercedes Benz GLC 250 4Matic,855000000.0,Nội địa,Hà Nội,SUV,100000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2009,Kia Soul 4U 1.6 AT,265000000.0,Nhập khẩu,Hà Nội,SUV,110000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Toyota Veloz Cross Top 1.5 CVT,590000000.0,Nội địa,Hà Nội,SUV,32000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,Toyota Innova 2.0V,387000000.0,Nội địa,Hải Phòng,Crossover,92000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Toyota Fortuner 2.7L 4x2 AT,910000000.0,Nhập khẩu,Long An,SUV,56000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Toyota Hilux 2.8L 4x4 AT,870000000.0,Nhập khẩu,Hà Nội,Bán tải / Pickup,90000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2015,Lexus LX 570 Super Sport,4000000000.0,Nhập khẩu,Hà Nội,SUV,130000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,MG RX5 1.5T LUX,580000000.0,Nhập khẩu,Hà Nội,Crossover,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Hyundai Kona 2.0 ATH,460000000.0,Nội địa,Hà Nội,Crossover,85000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Mercedes Benz C class C200,690000000.0,Nội địa,Hà Nội,Sedan,86000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2012,BMW 6 Series 640i Gran Coupe,899000000.0,Nhập khẩu,TP HCM,Sedan,86000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Volvo XC40 Ultimate B5 AWD,1000000000.0,Nhập khẩu,TP HCM,SUV,17890.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz G class G63 AMG,8000000000.0,Nhập khẩu,Hà Nội,SUV,50000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Toyota Innova 2.0E,428000000.0,Nội địa,Hà Nội,Crossover,120000.0,Số Tay,Đã sử dụng,Xăng
2025-10-23,2025,Toyota Fortuner 2.4L 4x2 AT,1000000000.0,Nội địa,Hà Nội,SUV,9000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2013,Ford Escape XLS 2.3L 4x2 AT,270000000.0,Nội địa,Hà Nội,SUV,12345.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Ford Everest Ambiente 2.0L 4x2 AT,1000000000.0,Nhập khẩu,Hà Nội,SUV,1.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2022,Peugeot 2008 GT Line 1.2 AT,615000000.0,Nội địa,TP HCM,Crossover,45000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz GLS 450 4Matic,3000000000.0,Nhập khẩu,Hà Nội,SUV,66000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Honda CRV L,758000000.0,Nhập khẩu,TP HCM,SUV,47000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mitsubishi Xforce Premium,580000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2021,Audi Q5 Sportback Sline 45 TFSI Quattro,1000000000.0,Nhập khẩu,Hà Nội,SUV,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Toyota Corolla Cross 1.8V,700000000.0,Nhập khẩu,Quảng Ninh,SUV,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Ford Everest Titanium 2.0L 4x2 AT,895000000.0,Nhập khẩu,TP HCM,SUV,34000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2014,Audi Q7 3.0 AT,599000000.0,Nhập khẩu,Hà Nội,SUV,138000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Honda CRV G,620000000.0,Nhập khẩu,TP HCM,SUV,97000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2014,Honda City 1.5 AT,268000000.0,Nội địa,TP HCM,Sedan,50000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Maserati Levante Trofeo 3.8 V8,6000000000.0,Nhập khẩu,TP HCM,SUV,8000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mazda 6 Signature Premium 2.5 AT,725000000.0,Nội địa,Hà Nội,Sedan,43000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Toyota Prado VX 2.7L,2000000000.0,Nhập khẩu,Phú Thọ,SUV,36896.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Hyundai SantaFe Cao cấp 2.2L HTRAC,885000000.0,Nội địa,Hà Nội,SUV,68000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2017,Mazda 3 2.0 AT,396000000.0,Nội địa,Hà Nội,Sedan,56000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mitsubishi Attrage 1.2 CVT,359000000.0,Nhập khẩu,Hà Nội,Sedan,45000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Hyundai SantaFe Cao cấp 2.5L HTRAC,1000000000.0,Nội địa,Hà Nội,SUV,53000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mercedes Benz C class C200 Exclusive,996000000.0,Nội địa,Hà Nội,Sedan,26000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Lexus LX 570 Super Sport MBS,7000000000.0,Nhập khẩu,Hà Nội,SUV,42000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Hyundai SantaFe 2.2L 4WD,720000000.0,Nội địa,Hà Nội,SUV,100000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2019,Toyota Camry 2.5Q,820000000.0,Nhập khẩu,TP HCM,Sedan,99000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2013,Ford Focus Titanium 2.0 AT,309000000.0,Nội địa,TP HCM,Sedan,143000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Ford EcoSport Titanium 1.5L AT,385000000.0,Nội địa,Hà Nội,SUV,79000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Toyota Innova 2.0 Venturer,580000000.0,Nội địa,Đồng Nai,Crossover,115000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Lexus LX 570 Super Sport,6000000000.0,Nhập khẩu,Hà Nội,SUV,12800.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Kia Carnival Signature 3.5G,1000000000.0,Nội địa,Hà Nội,Van/Minivan,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Mercedes Benz E class E300 AMG,1000000000.0,Nội địa,Hà Nội,Sedan,42000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Mercedes Benz GLC 250 4Matic,950000000.0,Nội địa,Hà Nội,SUV,80000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Lexus LX 570 Super Sport,4000000000.0,Nhập khẩu,Hà Nội,SUV,81000.0,Tự động,Đã sử dụng,Xăng
